Gridpoint,X_m,Y_m,Z_m,X_disp_mm,Y_disp_mm,Z_disp_mm,XY_disp_mm,XYZ_disp_mm
23326,569718.8758,5209434.842,370.76,0.001878111,-0.001173038,0.000724064,0.002214344,0.002329719
23338,569721.3793,5209438.269,370.75,0.00183168,-0.001078546,0.000713833,0.002125632,0.002242291
23350,569723.8833,5209441.726,370.74,0.00179963,-0.000968047,0.000701974,0.002043473,0.002160683
23362,569726.3868,5209445.153,370.72,0.001768507,-0.000884844,0.000697108,0.001977515,0.00209679
23374,569728.8902,5209448.58,370.71,0.001742035,-0.000800773,0.000671187,0.00191727,0.002031358
23386,569731.3943,5209452.037,370.7,0.001663643,-0.000726004,0.000631734,0.001815156,0.001921947
23398,569733.8977,5209455.463,370.7,0.001619713,-0.000732583,0.000601576,0.001777681,0.00187671
23410,569736.4012,5209458.89,370.71,0.001566246,-0.000753503,0.000572439,0.001738071,0.001829912
23422,569738.9052,5209462.347,370.72,0.001527171,-0.000757089,0.0006583,0.001704533,0.001827236
23434,569741.4087,5209465.774,370.74,0.001496797,-0.000772661,0.000613667,0.00168446,0.001792761
23446,569743.9122,5209469.2,370.75,0.001412487,-0.000746111,0.000628883,0.001597435,0.001716769
23458,569746.4162,5209472.658,370.76,0.001337087,-0.000738392,0.000569345,0.001527424,0.001630085
23470,569748.9197,5209476.084,370.74,0.001236674,-0.000720254,0.000567608,0.001431129,0.001539581
23482,569751.4231,5209479.511,370.73,0.001195172,-0.000713539,0.000536498,0.001391968,0.001491779
23494,569753.9272,5209482.968,370.72,0.001082279,-0.000705526,0.000541909,0.001291935,0.001400985
23506,569756.4306,5209486.395,370.71,0.001044356,-0.000756263,0.000512983,0.001289423,0.001387719
23518,569758.9341,5209489.821,370.69,0.000974729,-0.000736112,0.000563247,0.001221457,0.001345067
23530,569761.4381,5209493.278,370.7,0.000876947,-0.000751808,0.000563417,0.001155098,0.001285181
23542,569763.9416,5209496.705,370.72,0.000712461,-0.000763471,0.000494329,0.001044264,0.001155357
23554,569766.4451,5209500.132,370.73,0.000642413,-0.000743553,0.000829714,0.000982632,0.001286076
23566,569768.9491,5209503.589,370.75,0.0005963,-0.000618173,0.00062218,0.000858902,0.001060575
23578,569771.4526,5209507.016,370.76,0.00045539,-0.000625687,0.000753318,0.000773863,0.001079978
23590,569773.956,5209510.442,370.77,0.000253976,-0.000646283,0.000406236,0.000694396,0.000804496
23602,569776.4601,5209513.899,370.79,0.000140732,-0.000775201,0.000682646,0.000787871,0.001042471
23614,569778.9635,5209517.326,370.8,1.94731E-05,-0.000876613,0.000606196,0.000876829,0.001065975
23626,569781.467,5209520.753,370.81,9.45445E-05,-0.000940403,0.000856649,0.000945143,0.001275595
23638,569783.971,5209524.21,371.18,-3.69626E-05,-0.001119659,0.000652252,0.001120269,0.001296317
23650,569786.4745,5209527.636,371.65,-1.45445E-06,-0.001301913,0.000774177,0.001301913,0.001514704
23662,569788.978,5209531.063,372.14,-6.80502E-05,-0.001500025,0.000673232,0.001501567,0.001645584
23674,569791.482,5209534.52,372.62,-2.05079E-05,-0.00165554,0.000873671,0.001655667,0.00187204
23686,569793.9855,5209537.947,373.1,1.77891E-05,-0.001859699,0.000716553,0.001859784,0.001993049
23698,569796.4889,5209541.373,373.58,0.000125085,-0.002116013,0.000741882,0.002119707,0.002245784
23710,569798.993,5209544.831,374.06,0.000220227,-0.002280085,0.000918768,0.002290696,0.002468081
23722,569801.4964,5209548.257,374.54,0.000327578,-0.002377994,0.00091742,0.002400451,0.00256979
23734,569803.9999,5209551.684,375.02,0.000429995,-0.002505965,0.000912083,0.002542588,0.002701231
23746,569806.5039,5209555.141,375.5,0.000525802,-0.002648928,0.000919758,0.002700609,0.002852935
23758,569809.0074,5209558.568,375.99,0.000577354,-0.002763604,0.000896064,0.002823268,0.002962056
23770,569811.5109,5209561.994,376.47,0.000690418,-0.002843962,0.000945895,0.002926567,0.003075632
23782,569814.0149,5209565.451,376.95,0.000725863,-0.002905699,0.000898423,0.00299499,0.00312684
23794,569816.5184,5209568.878,377.43,0.000772094,-0.002996133,0.000938163,0.003094017,0.003233124
23806,569819.0218,5209572.305,377.91,0.00081729,-0.003093651,0.000981442,0.003199788,0.003346919
23818,569821.5259,5209575.762,378.39,0.000865931,-0.003094751,0.001023951,0.003213615,0.003372803
23830,569824.0293,5209579.189,378.87,0.000919477,-0.003058267,0.001144926,0.003193499,0.003392534
23842,569826.5328,5209582.615,379.35,0.00082203,-0.002957868,0.001013255,0.00306997,0.003232863
23854,569829.0368,5209586.072,379.74,0.000719861,-0.002881396,0.001100398,0.002969957,0.003167258
23866,569831.5403,5209589.499,379.15,0.000697564,-0.002786487,0.001150883,0.002872473,0.003094452
23878,569834.0438,5209592.926,378.55,0.000789678,-0.002748308,0.001065935,0.002859508,0.003051722
23890,569836.5478,5209596.383,378.16,0.000898877,-0.002757678,0.001175789,0.002900477,0.003129736
23902,569839.0513,5209599.809,378.07,0.000911489,-0.002681188,0.00078546,0.002831887,0.002938798
23914,569841.5547,5209603.236,377.98,0.000866944,-0.00278353,0.000800633,0.002915413,0.00302335
23926,569844.0588,5209606.693,377.95,0.000890728,-0.002756512,0.000860096,0.002896853,0.003021841
23938,569846.5622,5209610.12,377.92,0.000935009,-0.002844043,0.000665749,0.002993797,0.003066928
23950,569849.0657,5209613.547,377.9,0.000931937,-0.002904747,0.000742285,0.003050583,0.003139593
23962,569851.5697,5209617.004,377.88,0.001050334,-0.002913558,0.000890575,0.003097099,0.003222599
23974,569854.0732,5209620.43,377.9,0.001138819,-0.002916464,0.000813432,0.003130921,0.003234863
23986,569856.5767,5209623.857,378.09,0.001178653,-0.003016951,0.001129081,0.003239015,0.003430166
23998,569859.0807,5209627.314,378.28,0.001328569,-0.003164822,0.001744327,0.003432375,0.003850178
24010,569861.5842,5209630.741,378.47,0.00155197,-0.003145274,0.001950716,0.00350733,0.00401331
24022,569864.0876,5209634.167,378.59,0.001173077,-0.003033725,0.003100405,0.00325263,0.004493563
24034,569866.5917,5209637.625,378.56,0.001360423,-0.002905826,0.004085961,0.003208516,0.005195156
24046,569869.0951,5209641.051,378.54,0.001578276,-0.002672423,0.004486692,0.003103675,0.005455566
24058,569871.5986,5209644.478,378.55,0.001731547,-0.003417583,0.004180487,0.003831204,0.005670502
24070,569874.1026,5209647.935,378.95,0.001879385,-0.003670135,0.003932288,0.004123346,0.005697795
24082,569876.6061,5209651.362,379.35,0.002353904,-0.003888895,0.003722428,0.004545808,0.005875444
24094,569879.1096,5209654.788,379.75,0.003507938,-0.004627105,0.0029097,0.005806525,0.006494774
24106,569881.6136,5209658.245,380.15,0.003633127,-0.004675688,0.002506973,0.00592129,0.006430131
24118,569884.1171,5209661.672,380.55,0.011868622,-0.007965648,-0.000667568,0.014293906,0.014309486
24130,569886.6205,5209665.099,380.98,0.065706473,-0.042959858,-0.000996213,0.078504076,0.078510397
24142,569889.1246,5209668.556,381.48,0.087933936,-0.063418314,-0.003280522,0.108417064,0.108466684
24154,569891.628,5209671.983,381.7,0.083581519,-0.060412528,-0.00285799,0.103128774,0.103168368
24166,569894.1315,5209675.409,381.88,0.064381253,-0.048126752,-0.002907269,0.080381154,0.080433713
24178,569896.6355,5209678.866,382.06,0.032532269,-0.025700152,-0.002813637,0.041458972,0.041554337
24190,569899.139,5209682.293,382.24,0.013013621,-0.011303803,-0.001258043,0.017237468,0.017283315
24202,569901.6424,5209685.72,382.43,0.009162364,-0.008071305,0.000264605,0.012210441,0.012213308
24214,569904.1465,5209689.177,382.59,0.00862837,-0.007524074,0.001220394,0.011448164,0.011513028
24226,569906.65,5209692.603,382.7,0.007249013,-0.006437516,0.001672342,0.009694833,0.009838014
24238,569909.1534,5209696.03,383.16,0.00752412,-0.006320678,0.002013009,0.009826666,0.010030731
24250,569911.6575,5209699.487,383.65,0.013477171,-0.010442349,0.001984696,0.017049246,0.017164376
24262,569914.1609,5209702.914,384.14,0.032913701,-0.023031895,0.001977813,0.040171879,0.040220537
24274,569916.6644,5209706.341,384.63,0.055471441,-0.034912935,-0.000766771,0.065543831,0.065548316
24286,569919.1684,5209709.798,385.12,0.098092336,-0.066215692,-0.004125895,0.118349585,0.118421481
24298,569921.6719,5209713.224,385.61,0.122066253,-0.090578457,-0.004494027,0.152002063,0.152068483
24310,569924.1753,5209716.651,386.11,0.12728796,-0.092514979,-0.003530811,0.157357065,0.157396673
24322,569926.6794,5209720.108,386.42,0.129291131,-0.0942308,-0.001585169,0.159986375,0.159994228
24334,569929.1828,5209723.535,386.6,0.128895729,-0.089252044,-0.001795048,0.156780217,0.156790492
24346,569931.6863,5209726.961,386.79,0.124546487,-0.08597044,-0.00565673,0.151336526,0.151442209
24358,569934.1903,5209730.419,386.97,0.105579164,-0.075070818,-0.008142486,0.129547626,0.129803265
24370,569936.6938,5209733.845,387.15,0.097736914,-0.074467644,-0.00535513,0.122873652,0.122990291
24382,569939.1973,5209737.272,387.38,0.095042355,-0.076949148,-0.002690365,0.122287451,0.122317041
24394,569941.7013,5209740.729,387.7,0.095853377,-0.078271014,-0.001541284,0.123750643,0.123760241
24406,569944.2048,5209744.156,387.87,0.100925224,-0.083290689,0.00119698,0.130855797,0.130861272
24418,569946.7082,5209747.582,387.8,0.105882161,-0.085842069,0.004516074,0.13630808,0.136382871
24430,569949.2123,5209751.039,387.74,0.104960928,-0.081148657,0.005580431,0.132672156,0.132789465
24442,569951.7157,5209754.466,387.67,0.106083684,-0.074249305,0.007070306,0.129486321,0.129679207
24454,569646.1641,5209345.62,373.02,0.003254398,-0.002277793,7.05629E-05,0.003972335,0.003972962
24466,569648.6681,5209349.077,372.79,0.003205683,-0.002078271,0.000298528,0.003820421,0.003832066
24478,569651.1716,5209352.504,372.56,0.002568387,-0.00174624,0.000282537,0.003105795,0.00311862
24490,569653.675,5209355.931,372.34,0.000564948,-0.002332501,0.00078971,0.002399943,0.002526533
24502,569656.1791,5209359.388,372.2,0.005399601,-0.00539209,-0.002141874,0.007630879,0.007925777
24514,569658.6825,5209362.815,372.14,0.00822248,-0.006357328,-0.001340309,0.010393498,0.010479562
24526,569661.186,5209366.241,372.09,0.008034528,-0.005800301,-0.000541192,0.009909446,0.009924214
24538,569663.69,5209369.698,372.04,0.006677155,-0.004665591,-0.000300148,0.008145682,0.00815121
24550,569666.1935,5209373.125,371.99,0.004155991,-0.002552626,-0.001131851,0.004877311,0.00500692
24562,569668.697,5209376.552,371.94,0.000606682,-0.00141282,-0.00051843,0.001537571,0.001622619
24574,569671.201,5209380.009,371.9,0.000629687,-0.001559059,-0.000437032,0.001681419,0.001737287
24586,569673.7045,5209383.435,371.85,0.001251569,-0.001783491,-0.00070803,0.002178822,0.002290976
24598,569676.2079,5209386.862,371.79,0.00144335,-0.002027543,-0.000111252,0.002488813,0.002491298
24610,569678.712,5209390.319,371.73,0.001576069,-0.002279175,-0.000193829,0.002771035,0.002777805
24622,569681.2154,5209393.746,371.67,0.001902238,-0.002513565,-0.000168989,0.003152224,0.003156751
24634,569683.7189,5209397.173,371.61,0.002174924,-0.002633805,0.000103885,0.003415732,0.003417311
24646,569686.223,5209400.63,371.55,0.002428152,-0.002632484,0.000265475,0.003581326,0.003591152
24658,569688.7264,5209404.056,371.5,0.002579037,-0.002623744,0.000357353,0.003679058,0.003696372
24670,569691.2299,5209407.483,371.47,0.0027048,-0.002492573,0.000449992,0.00367816,0.003705585
24682,569693.7339,5209410.94,371.43,0.002780914,-0.002368322,0.000502239,0.003652729,0.003687096
24694,569696.2374,5209414.367,371.39,0.002807414,-0.002287295,0.000575625,0.003621228,0.003666692
24706,569698.7408,5209417.793,371.34,0.002809817,-0.002163057,0.000644491,0.003545967,0.003604061
24718,569701.2449,5209421.251,371.28,0.002811046,-0.002087961,0.000692346,0.003501651,0.00356944
24730,569703.7484,5209424.677,371.23,0.002850131,-0.001945982,0.000714646,0.003451101,0.003524317
24742,569706.2518,5209428.104,371.2,0.002853299,-0.001820098,0.00075243,0.003384386,0.003467019
24754,569708.7559,5209431.561,371.18,0.002856733,-0.001742882,0.000747723,0.003346425,0.003428943
24766,569711.2593,5209434.988,371.17,0.0028005,-0.001671619,0.000751782,0.003261458,0.003346982
24778,569713.7628,5209438.414,371.16,0.002721353,-0.001638069,0.000751283,0.003176324,0.003263964
24790,569716.2668,5209441.871,371.14,0.0026516,-0.001538764,0.00077352,0.003065742,0.003161821
24802,569718.7703,5209445.298,371.12,0.002550599,-0.001508995,0.000766102,0.002963549,0.00306097
24814,569721.2738,5209448.725,371.1,0.00246802,-0.001423823,0.000763044,0.002849279,0.002949683
24826,569723.7778,5209452.182,371.08,0.00245836,-0.001370907,0.00075239,0.002814769,0.002913591
24838,569726.2813,5209455.608,371.06,0.002373466,-0.001298125,0.000710601,0.002705267,0.002797038
24850,569728.7847,5209459.035,371.05,0.002381509,-0.001243047,0.000685074,0.002686401,0.002772378
24862,569731.2888,5209462.492,371.04,0.002281918,-0.001208909,0.000534031,0.002582366,0.002637006
24874,569733.7922,5209465.919,371.03,0.00219041,-0.001164187,0.000645514,0.00248057,0.002563185
24886,569736.2957,5209469.346,371.01,0.002087586,-0.001138655,0.00047203,0.002377929,0.002424327
24898,569738.7997,5209472.803,370.99,0.001941006,-0.001138813,0.000560402,0.002250422,0.002319148
24910,569741.3032,5209476.229,370.98,0.001800635,-0.001075268,0.000467838,0.002097258,0.002148805
24922,569743.8067,5209479.656,371,0.001719841,-0.001081933,0.00053951,0.002031855,0.002102262
24934,569746.3107,5209483.113,371.02,0.001633579,-0.001136541,0.000571394,0.001990052,0.002070458
24946,569748.8142,5209486.54,371.03,0.001683409,-0.001161506,0.000663527,0.002045229,0.002150169
24958,569751.3176,5209489.966,371.05,0.001594285,-0.001132677,0.000555856,0.001955685,0.002033145
24970,569753.8217,5209493.424,371.06,0.00154365,-0.001080804,0.000659579,0.001884408,0.001996506
24982,569756.3251,5209496.85,371.07,0.001403444,-0.000870374,0.000598314,0.001651426,0.00175647
24994,569758.8286,5209500.277,371.09,0.000943037,-0.00100337,0.00048526,0.001376978,0.001459982
25006,569761.3326,5209503.734,371.11,0.001015297,-0.000969256,0.001139073,0.001403669,0.001807698
25018,569763.8361,5209507.161,371.14,0.000929977,-0.00084862,0.000680308,0.001258973,0.001431024
25030,569766.3396,5209510.587,371.15,0.000664279,-0.000695207,0.000927731,0.00096155,0.001336138
25042,569768.8436,5209514.044,371.17,0.000291662,-0.000683134,0.000215216,0.000742791,0.000773341
25054,569771.3471,5209517.471,371.18,0.000181614,-0.000805582,0.000869478,0.0008258,0.001199141
25066,569773.8505,5209520.898,371.19,9.30342E-06,-0.000839546,0.000640834,0.000839597,0.001056216
25078,569776.3546,5209524.355,371.21,-6.4849E-05,-0.001215703,0.001004864,0.001217431,0.001578572
25090,569778.858,5209527.782,371.55,-0.000110357,-0.001131686,0.000619273,0.001137054,0.001294756
25102,569781.3615,5209531.208,371.94,-0.000288569,-0.001387812,0.000821798,0.001417496,0.001638489
25114,569783.8655,5209534.665,372.36,-0.000346799,-0.001678863,0.000664429,0.001714308,0.001838564
25126,569786.369,5209538.092,372.8,-0.000199188,-0.001978304,0.001027524,0.001988306,0.002238117
25138,569788.8725,5209541.519,373.26,-3.53396E-05,-0.002207021,0.000682807,0.002207304,0.002310501
25150,569791.3765,5209544.976,373.74,0.000103528,-0.00250235,0.000641635,0.00250449,0.002585376
25162,569793.88,5209548.402,374.23,0.000243357,-0.00276271,0.000889652,0.002773407,0.002912605
25174,569796.3834,5209551.829,374.71,0.000462977,-0.00288668,0.000689402,0.002923571,0.003003755
25186,569798.8875,5209555.286,375.19,0.000541708,-0.00299579,0.000546155,0.003044373,0.003092975
25198,569801.3909,5209558.713,375.67,0.000699812,-0.003173697,0.000534537,0.003249937,0.003293603
25210,569803.8944,5209562.14,376.15,0.000798989,-0.00336123,0.000504056,0.003454888,0.003491465
25222,569806.3984,5209565.597,376.63,0.000913082,-0.003514974,0.000683237,0.003631633,0.003695345
25234,569808.9019,5209569.023,377.11,0.000973698,-0.003658964,0.000684018,0.003786305,0.003847595
25246,569811.4054,5209572.45,377.59,0.001104464,-0.00372853,0.000832081,0.003888672,0.003976699
25258,569813.9094,5209575.907,378.08,0.001204835,-0.003781494,0.000876572,0.003968793,0.004064443
25270,569816.4129,5209579.334,378.56,0.001272941,-0.003909555,0.000943947,0.004111569,0.004218535
25282,569818.9163,5209582.76,379.04,0.00140454,-0.003777846,0.001146398,0.004030491,0.004190356
25294,569821.4204,5209586.218,379.32,0.001196677,-0.003520641,0.000870759,0.00371846,0.003819053
25306,569823.9238,5209589.644,378.72,0.001205779,-0.003674938,0.001076702,0.003867696,0.004014768
25318,569826.4273,5209593.071,378.13,0.001651552,-0.003739383,0.001245858,0.004087861,0.004273496
25330,569828.9313,5209596.528,377.69,0.001725466,-0.003864524,0.001019241,0.004232231,0.004353232
25342,569831.4348,5209599.955,377.64,0.001742614,-0.003823236,0.001643197,0.004201647,0.004511533
25354,569833.9383,5209603.381,377.67,0.00150424,-0.003797711,0.001885025,0.00408477,0.004498741
25366,569836.4423,5209606.838,377.7,0.001622898,-0.003848351,0.002885864,0.004176554,0.005076595
25378,569838.9458,5209610.265,377.74,0.001729234,-0.003690894,0.003232716,0.004075899,0.00520225
25390,569841.4492,5209613.692,377.85,0.001630469,-0.00365459,0.00298801,0.004001807,0.004994263
25402,569843.9533,5209617.149,377.96,0.001675311,-0.003835225,0.003421588,0.004185166,0.005405819
25414,569846.4567,5209620.576,378.08,0.00196515,-0.003926769,0.004273499,0.004391051,0.006127326
25426,569848.9602,5209624.002,378.18,0.00207361,-0.003732385,0.004139634,0.004269726,0.005947027
25438,569851.4642,5209627.459,378.26,0.001827837,-0.003413288,0.003389086,0.003871888,0.005145622
25450,569853.9677,5209630.886,378.34,0.001695098,-0.002682306,0.00237524,0.00317303,0.00396357
25462,569856.4712,5209634.313,378.41,0.002163401,-0.002945491,0.000560632,0.003654616,0.003697368
25474,569858.9752,5209637.77,378.49,0.001056052,0.000704126,-0.001583493,0.001269268,0.002029407
25486,569861.4787,5209641.196,378.56,0.0092445,-0.004994473,-0.006922676,0.010507404,0.012582885
25498,569863.9821,5209644.623,378.64,0.006946476,-0.005877151,-0.00801339,0.009099145,0.012124721
25510,569866.4862,5209648.08,379.19,0.012807907,-0.009429453,-0.009472099,0.015904624,0.018511557
25522,569868.9896,5209651.507,379.49,0.010029815,-0.010776054,-0.007068955,0.014721431,0.016330666
25534,569871.4931,5209654.933,379.84,0.008633297,-0.010382895,-0.002606319,0.013503271,0.013752499
25546,569873.9971,5209658.391,380.34,0.007584163,-0.009771677,-0.00054439,0.012369527,0.012381501
25558,569876.5006,5209661.817,380.85,0.010658041,-0.010759303,0.001864749,0.015144518,0.01525889
25570,569879.0041,5209665.244,381.35,0.013501461,-0.01094341,0.001515377,0.017379519,0.017445459
25582,569881.5081,5209668.701,381.85,0.017658431,-0.013389582,-0.002905681,0.0221608,0.022350482
25594,569884.0116,5209672.128,382.35,0.046103565,-0.03344832,-0.00271163,0.05695901,0.05702352
25606,569886.515,5209675.554,382.57,0.042636211,-0.031199099,-0.004668718,0.052832096,0.053037979
25618,569889.0191,5209679.012,382.75,0.0205294,-0.016827091,-0.003319897,0.026544439,0.026751243
25630,569891.5225,5209682.438,382.93,0.013313588,-0.011739514,-0.000451545,0.01775015,0.017755892
25642,569894.026,5209685.865,383.11,0.008371515,-0.007127177,0.001127121,0.010994494,0.011052118
25654,569896.53,5209689.322,383.29,0.008712368,-0.006841353,0.001303934,0.01107743,0.01115391
25666,569899.0335,5209692.749,383.47,0.00884237,-0.006760921,0.001173257,0.011130928,0.011192591
25678,569901.5369,5209696.175,383.64,0.009459196,-0.007075899,0.000933572,0.011812906,0.011849738
25690,569904.041,5209699.632,384.18,0.00855408,-0.006182258,0.000238237,0.010554269,0.010556958
25702,569906.5444,5209703.059,384.85,0.010812412,-0.006473561,-0.001943505,0.012602192,0.012751174
25714,569909.0479,5209706.486,385.53,0.022874542,-0.01290559,-0.005809094,0.026264023,0.026898782
25726,569911.5519,5209709.943,386.2,0.040555799,-0.026588364,-0.011325969,0.048494473,0.049799513
25738,569914.0554,5209713.369,386.83,0.057588988,-0.042762551,-0.022563511,0.071729543,0.075194676
25750,569916.5589,5209716.796,387.32,0.085836379,-0.067419449,-0.024404879,0.109147909,0.111843033
25762,569919.0629,5209720.253,387.81,0.099682021,-0.081144186,-0.02035188,0.128533592,0.130134865
25774,569921.5664,5209723.68,388.13,0.10503027,-0.0884793,-0.020033775,0.137331512,0.138785072
25786,569924.0698,5209727.107,388.31,0.115009676,-0.095071082,-0.013935184,0.149217078,0.149866359
25798,569926.5739,5209730.564,388.49,0.113136807,-0.09154574,-0.01265475,0.145535424,0.146084573
25810,569929.0773,5209733.99,388.67,0.102363727,-0.087699393,-0.015371023,0.134794348,0.13566792
25822,569931.5808,5209737.417,388.78,0.103032662,-0.095140323,-0.013649058,0.140240545,0.140903184
25834,569934.0848,5209740.874,388.84,0.113020119,-0.106294631,-0.008963868,0.155151848,0.155410575
25846,569936.5883,5209744.301,388.9,0.124781107,-0.11818554,-0.001893456,0.171866653,0.171877083
25858,569939.0918,5209747.727,388.94,0.141590751,-0.130412236,0.007791117,0.192497512,0.192655115
25870,569941.5958,5209751.185,388.84,0.163842725,-0.145182234,0.020333167,0.218911671,0.219853946
25882,569944.0993,5209754.611,388.73,0.19935284,-0.161567571,0.03338228,0.256604043,0.258766326
25894,569946.6027,5209758.038,388.63,0.220092448,-0.154045463,0.037177726,0.268646031,0.27120633
25906,569641.3563,5209349.217,375.05,0.006682217,-0.004676968,-0.012020715,0.00815635,0.014526653
25918,569643.8598,5209352.643,374.82,0.006002119,-0.004705584,-0.011413406,0.007626792,0.013727119
25930,569646.3632,5209356.07,374.59,0.003380311,-0.00364376,-0.011966644,0.00497026,0.012957779
25942,569648.8673,5209359.527,374.37,0.010137473,-0.016827307,-0.008538842,0.019645015,0.021420515
25954,569651.3707,5209362.954,374.16,0.078181048,-0.066807867,-0.005799135,0.102837578,0.103000958
25966,569653.8742,5209366.381,373.95,0.119042256,-0.086731069,-1.87662E-05,0.147286581,0.147286582
25978,569656.3782,5209369.838,373.73,0.117373959,-0.080082212,0.000190486,0.14209084,0.142090968
25990,569658.8817,5209373.264,373.52,0.101398476,-0.066587751,-0.000956123,0.121307789,0.121311557
26002,569661.3852,5209376.691,373.31,0.080950003,-0.050907772,-0.001023576,0.095626901,0.095632379
26014,569663.8892,5209380.148,373.09,0.033722107,-0.017032729,-0.002307933,0.037779549,0.037849979
26026,569666.3927,5209383.575,372.82,0.020729037,-0.010543822,-0.001289031,0.023256507,0.023292203
26038,569668.8961,5209387.001,372.53,0.012563307,-0.005945424,-0.001952537,0.013899092,0.014035567
26050,569671.4002,5209390.459,372.25,0.00384701,-0.003034571,0.000240762,0.004899807,0.004905719
26062,569673.9036,5209393.885,372.16,0.003579411,-0.003758143,0.000310845,0.005189974,0.005199274
26074,569676.4071,5209397.312,372.1,0.00481011,-0.004069928,-0.000333312,0.00630091,0.00630972
26086,569678.9111,5209400.769,372.04,0.004734756,-0.003611273,-0.000382916,0.005954763,0.005967062
26098,569681.4146,5209404.196,371.98,0.003795177,-0.003124611,-0.000420204,0.00491595,0.004933876
26110,569683.9181,5209407.622,371.94,0.003807638,-0.003088762,-0.000474411,0.004902913,0.004925812
26122,569686.4221,5209411.079,371.89,0.003911966,-0.002972465,-0.000322002,0.004913148,0.004923689
26134,569688.9256,5209414.506,371.84,0.003824653,-0.002707472,-0.000249408,0.004685977,0.004692609
26146,569691.429,5209417.933,371.78,0.003797287,-0.002558273,-0.000124857,0.004578663,0.004580365
26158,569693.9331,5209421.39,371.73,0.0038014,-0.002455401,1.58566E-07,0.004525443,0.004525443
26170,569696.4365,5209424.817,371.68,0.0037938,-0.002238701,0.00011012,0.004405077,0.004406453
26182,569698.94,5209428.243,371.62,0.003750094,-0.002125454,0.000208887,0.004310541,0.004315599
26194,569701.4441,5209431.7,371.59,0.003681971,-0.002013832,0.000369033,0.004196717,0.004212911
26206,569703.9475,5209435.127,371.58,0.003621095,-0.002005381,0.000507685,0.004139309,0.004170327
26218,569706.451,5209438.554,371.56,0.003573483,-0.001957076,0.000618576,0.004074301,0.004120991
26230,569708.955,5209442.011,371.54,0.003444847,-0.001978353,0.000675407,0.003972512,0.004029519
26242,569711.4585,5209445.437,371.52,0.00335817,-0.001960012,0.000709111,0.00388831,0.003952441
26254,569713.9619,5209448.864,371.49,0.003134462,-0.001932486,0.000713738,0.003682303,0.003750837
26266,569716.466,5209452.321,371.47,0.003117408,-0.001957037,0.00076158,0.003680792,0.003758754
26278,569718.9695,5209455.748,371.45,0.0030526,-0.001885394,0.000784982,0.003587907,0.003672775
26290,569721.4729,5209459.174,371.43,0.002988399,-0.001776974,0.000619001,0.003476804,0.003531477
26302,569723.977,5209462.632,371.42,0.0029394,-0.001725571,0.000460755,0.00340847,0.003439471
26314,569726.4804,5209466.058,371.41,0.002907447,-0.00186649,0.000268203,0.003455001,0.003465395
26326,569728.9839,5209469.485,371.39,0.003045267,-0.001934971,0.000815073,0.003608014,0.003698933
26338,569731.4879,5209472.942,371.36,0.00285098,-0.001859901,0.000521697,0.003404015,0.00344376
26350,569733.9914,5209476.369,371.34,0.002875945,-0.001865823,0.000767788,0.003428171,0.003513098
26362,569736.4949,5209479.795,371.33,0.002569421,-0.001805846,0.000507105,0.003140542,0.00318122
26374,569738.9989,5209483.252,371.35,0.002570798,-0.001869496,0.000653689,0.003178681,0.0032452
26386,569741.5024,5209486.679,371.37,0.002337305,-0.001708962,0.00047564,0.002895436,0.002934243
26398,569744.0058,5209490.106,371.4,0.002090395,-0.001669574,0.000622217,0.0026753,0.002746704
26410,569746.5099,5209493.563,371.41,0.00209623,-0.00176129,0.000508697,0.002737941,0.002784797
26422,569749.0133,5209496.99,371.43,0.00193259,-0.001479513,0.000895848,0.002433899,0.002593532
26434,569751.5168,5209500.416,371.44,0.001752676,-0.001283056,0.000826976,0.00217212,0.002324219
26446,569754.0208,5209503.873,371.45,0.001195731,-0.001067883,0.000664012,0.001603168,0.00173524
26458,569756.5243,5209507.3,371.48,0.001028645,-0.000950253,0.002016277,0.00140039,0.002454886
26470,569759.0278,5209510.727,371.51,0.000813672,-0.000732744,0.001227636,0.001094978,0.001645012
26482,569761.5318,5209514.184,371.53,0.000560818,-0.000782712,0.001817538,0.000962889,0.002056842
26494,569764.0353,5209517.61,371.56,0.00033681,-0.000663192,0.000446349,0.000743817,0.000867463
26506,569766.5387,5209521.037,371.57,0.000171401,-0.000834809,0.001637363,0.000852223,0.001845872
26518,569769.0428,5209524.494,371.58,-0.00040904,-0.000777428,0.001359896,0.000878469,0.001618958
26530,569771.5462,5209527.921,371.6,-0.000624361,-0.000459995,0.002084152,0.000775514,0.002223761
26542,569774.0497,5209531.348,371.94,-0.000953306,-0.001091035,0.001455428,0.001448844,0.002053635
26554,569776.5537,5209534.805,372.33,-0.000804048,-0.001264453,0.001971169,0.001498444,0.002476054
26566,569779.0572,5209538.231,372.71,-0.000859589,-0.001588046,0.001445789,0.001805764,0.002313242
26578,569781.5607,5209541.658,373.11,-0.000661111,-0.002116147,0.002016289,0.002217013,0.002996759
26590,569784.0647,5209545.115,373.55,-0.000284468,-0.002540518,0.001461997,0.002556395,0.002944926
26602,569786.5682,5209548.542,373.98,-1.29911E-07,-0.003126448,0.001602838,0.003126448,0.00351337
26614,569789.0716,5209551.968,374.42,0.000345094,-0.003473694,0.002323286,0.003490793,0.004193244
26626,569791.5757,5209555.426,374.87,0.000618836,-0.003567331,0.002329662,0.003620609,0.004305361
